epoch,step,train_loss_step
0,0,10.430274963378906
0,1,13.422335624694824
0,2,11.036211013793945
0,3,8.21142578125
0,4,4.359204292297363
0,5,2.746476411819458
0,6,3.142413854598999
0,7,2.103170394897461
0,8,8.69606876373291
0,9,0.6478704214096069
0,10,2.0730271339416504
0,11,1.575326681137085
0,12,3.2307868003845215
0,13,0.6821483373641968
0,14,4.31558084487915
0,15,-0.42053765058517456
0,16,1.1266130208969116
0,17,0.8881980180740356
0,18,2.2396111488342285
0,19,0.09816032648086548
0,20,0.45625919103622437
0,21,0.5986005663871765
0,22,0.3551937937736511
0,23,0.4637663960456848
0,24,1.2073781490325928
0,25,0.09177619218826294
0,26,0.20551103353500366
0,27,-0.555747926235199
0,28,-0.3103562593460083
0,29,-0.24124884605407715
0,30,0.3606395125389099
0,31,0.9881334900856018
0,32,-0.03903716802597046
0,33,1.0425561666488647
0,34,0.8093208074569702
0,35,0.6897488832473755
0,36,-0.5066025257110596
0,37,0.17788207530975342
0,38,-0.14763963222503662
0,39,0.5884568691253662
0,40,0.7802549004554749
0,41,3.4399051666259766
0,42,2.977447032928467
0,43,-0.03987187147140503
0,44,0.3352757692337036
0,45,-0.6720191240310669
0,46,-0.501494824886322
0,47,-0.067827969789505
0,48,-0.22641009092330933
0,49,0.19806712865829468
0,50,0.14451193809509277
0,51,-0.9580112099647522
0,52,0.7312207818031311
0,53,-0.4715360403060913
0,54,-0.5642529726028442
0,55,-0.20235732197761536
0,56,-0.25459033250808716
0,57,0.24585309624671936
0,58,-0.2126268446445465
0,59,0.09708571434020996
0,60,-0.36977165937423706
0,61,-0.28614434599876404
0,62,-1.102491855621338
0,63,-0.6797042489051819
0,64,1.6567912101745605
0,65,0.25669533014297485
0,66,-0.07228595018386841
0,67,1.1024025678634644
0,68,1.553739070892334
0,69,0.09513649344444275
0,70,0.3159051537513733
0,71,1.4672285318374634
0,72,-0.3419099748134613
0,73,0.6105461120605469
0,74,-0.8500357866287231
0,75,-1.5552335977554321
0,76,0.9061586260795593
0,77,-0.636561393737793
0,78,-0.5394664406776428
0,79,-0.46661582589149475
0,80,0.31454652547836304
0,81,-0.5980018973350525
0,82,0.24688491225242615
0,83,-0.24788284301757812
0,84,-0.30647629499435425
0,85,-0.6667870879173279
0,86,-0.8035847544670105
0,87,0.5615028142929077
0,88,0.2484322488307953
0,89,-1.3331639766693115
0,90,-0.9601279497146606
0,91,-0.9196856021881104
0,92,0.7907887697219849
0,93,-0.5055018663406372
0,94,4.030677795410156
0,95,1.2405006885528564
0,96,-0.6347414255142212
0,97,0.41431403160095215
0,98,-0.21115252375602722
0,99,0.2995185852050781
0,100,-0.5177946090698242
0,101,0.4061451852321625
0,102,-0.8501327037811279
0,103,-0.22260752320289612
0,104,0.27717313170433044
0,105,-0.4435553252696991
0,106,-0.6991875767707825
0,107,-0.5407770872116089
0,108,-0.15854895114898682
0,109,0.21902251243591309
0,110,0.5770459175109863
0,111,-0.28952354192733765
0,112,0.5446734428405762
0,113,-0.8675483465194702
0,114,0.12692701816558838
0,115,-1.029339075088501
0,116,1.1358058452606201
0,117,-0.22212010622024536
0,118,-0.37601152062416077
0,119,-0.3350641429424286
0,120,0.13335932791233063
0,121,-0.5743619799613953
0,122,0.7284672856330872
0,123,-1.170778512954712
0,124,0.8925453424453735
0,125,-0.010614395141601562
0,126,-0.2350774109363556
0,127,-0.33652693033218384
0,128,1.2250113487243652
0,129,0.39065003395080566
0,130,1.4001855850219727
0,131,0.27545079588890076
0,132,-1.1412861347198486
0,133,-0.5623788237571716
0,134,0.9963436722755432
0,135,0.5570679306983948
0,136,0.8202115893363953
0,137,-0.770788848400116
0,138,-0.07257962226867676
0,139,0.451454222202301
0,140,-0.14980590343475342
0,141,2.0771045684814453
0,142,0.9682393074035645
0,143,0.7297707796096802
0,144,0.8421910405158997
0,145,-0.021681606769561768
0,146,-0.21861860156059265
0,147,-0.6192347407341003
0,148,0.9332840442657471
0,149,-0.4537762701511383
0,150,0.847559928894043
0,151,-0.09610885381698608
0,152,-0.13290274143218994
0,153,0.43008387088775635
0,154,0.32607507705688477
0,155,-0.32666945457458496
0,156,-0.08513301610946655
0,157,0.47198498249053955
0,158,0.15005964040756226
0,159,0.1359826922416687
0,160,0.5147632360458374
0,161,0.7012746334075928
0,162,0.617416501045227
0,163,-0.9319044351577759
0,164,0.46337053179740906
0,165,0.08538854122161865
0,166,-0.1113319993019104
0,167,-0.3094550371170044
0,168,-0.38831427693367004
0,169,0.17000101506710052
0,170,0.4755482077598572
0,171,0.5054236054420471
0,172,-0.7464290857315063
0,173,-0.9017310738563538
0,174,-1.3642476797103882
0,175,-0.5217841863632202
0,176,-0.03411358594894409
0,177,0.5143774747848511
0,178,0.41960030794143677
0,179,-0.44577449560165405
0,180,0.24063751101493835
0,181,-0.369899719953537
0,182,1.6584312915802002
0,183,-0.36551621556282043
0,184,-0.6247711777687073
0,185,-1.0034483671188354
0,186,0.36728566884994507
0,187,-0.025337785482406616
0,188,0.10101285576820374
0,189,0.5420181155204773
0,190,-0.2666958272457123
0,191,0.5236401557922363
0,192,0.09705084562301636
0,193,-0.003887355327606201
0,194,0.32067105174064636
0,195,-0.854823887348175
0,196,-1.0771421194076538
